Time,Vehicle,DT,IT,CT,Type
34,8,0.525,1.000,0.762,Normal
34,9,0.524,0.500,0.512,Normal
34,10,0.533,0.500,0.516,Normal
34,11,0.537,0.500,0.518,Normal
34,12,0.531,1.000,0.765,Normal
34,13,0.539,1.000,0.770,Normal
34,14,0.533,1.000,0.766,Normal
34,15,0.535,1.000,0.767,Normal
34,16,0.527,0.833,0.680,Normal
34,17,0.541,1.000,0.770,Normal
34,18,0.540,0.875,0.708,Normal
34,19,0.529,1.000,0.765,Normal
35,0,0.474,0.500,0.487,Malicious
35,1,0.478,1.000,0.739,Malicious
35,2,0.472,1.000,0.736,Malicious
35,3,0.486,1.000,0.743,Malicious
35,4,0.469,0.500,0.485,Malicious
35,5,0.515,1.000,0.757,Normal
35,6,0.539,1.000,0.769,Normal
35,7,0.538,1.000,0.769,Normal
35,8,0.525,0.500,0.512,Normal
35,9,0.524,0.500,0.512,Normal
35,10,0.535,1.000,0.768,Normal
35,11,0.539,0.500,0.520,Normal
35,12,0.538,1.000,0.769,Normal
35,13,0.542,1.000,0.771,Normal
35,14,0.533,1.000,0.766,Normal
35,15,0.539,0.750,0.645,Normal
35,16,0.532,1.000,0.766,Normal
35,17,0.543,1.000,0.772,Normal
35,18,0.543,0.875,0.709,Normal
35,19,0.532,1.000,0.766,Normal
36,0,0.471,0.000,0.236,Malicious
36,1,0.471,0.500,0.485,Malicious
36,2,0.472,0.500,0.486,Malicious
36,3,0.483,0.500,0.492,Malicious
36,4,0.464,0.500,0.482,Malicious
36,5,0.518,1.000,0.759,Normal
36,6,0.539,0.500,0.519,Normal
36,7,0.543,0.500,0.522,Normal
36,8,0.527,1.000,0.764,Normal
36,9,0.524,0.500,0.512,Normal
36,10,0.537,0.750,0.644,Normal
36,11,0.542,0.500,0.521,Normal
36,12,0.540,1.000,0.770,Normal
36,13,0.542,1.000,0.771,Normal
36,14,0.535,1.000,0.768,Normal
36,15,0.544,0.750,0.647,Normal
36,16,0.532,1.000,0.766,Normal
36,17,0.548,1.000,0.774,Normal
36,18,0.545,0.833,0.689,Normal
36,19,0.532,1.000,0.766,Normal
37,0,0.469,0.306,0.387,Malicious
37,1,0.471,0.500,0.485,Malicious
37,2,0.472,0.500,0.486,Malicious
37,3,0.480,0.500,0.490,Malicious
37,4,0.462,0.500,0.481,Malicious
37,5,0.518,1.000,0.759,Normal
37,6,0.539,1.000,0.769,Normal
37,7,0.546,0.750,0.648,Normal
37,8,0.535,1.000,0.768,Normal
37,9,0.524,1.000,0.762,Normal
37,10,0.542,1.000,0.771,Normal
37,11,0.536,0.000,0.268,Normal
37,12,0.543,1.000,0.771,Normal
37,13,0.547,1.000,0.773,Normal
37,14,0.535,1.000,0.768,Normal
37,15,0.547,0.750,0.648,Normal
37,16,0.532,1.000,0.766,Normal
37,17,0.550,1.000,0.775,Normal
37,18,0.545,0.500,0.523,Normal
37,19,0.537,1.000,0.768,Normal
38,0,0.469,1.000,0.734,Malicious
38,1,0.471,1.000,0.735,Malicious
38,2,0.470,0.056,0.263,Malicious
38,3,0.480,1.000,0.740,Malicious
38,4,0.459,0.000,0.230,Malicious
38,5,0.514,0.500,0.507,Normal
38,6,0.538,0.625,0.582,Normal
38,7,0.546,0.667,0.606,Normal
38,8,0.538,1.000,0.769,Normal
38,9,0.524,0.750,0.637,Normal
38,10,0.545,0.750,0.648,Normal
38,11,0.541,0.500,0.520,Normal
38,12,0.540,0.500,0.520,Normal
38,13,0.557,1.000,0.778,Normal
38,14,0.535,1.000,0.768,Normal
38,15,0.549,0.750,0.650,Normal
38,16,0.532,1.000,0.766,Normal
38,17,0.550,1.000,0.775,Normal
38,18,0.548,1.000,0.774,Normal
38,19,0.537,1.000,0.768,Normal
39,0,0.469,0.700,0.584,Malicious
39,1,0.468,0.500,0.484,Malicious
39,2,0.467,0.000,0.234,Malicious
39,3,0.481,0.625,0.553,Malicious
39,4,0.459,0.500,0.480,Malicious
39,5,0.517,1.000,0.759,Normal
39,6,0.541,1.000,0.770,Normal
39,7,0.546,1.000,0.773,Normal
39,8,0.543,1.000,0.772,Normal
39,9,0.524,0.750,0.637,Normal
39,10,0.550,0.750,0.650,Normal
39,11,0.540,0.125,0.333,Normal
39,12,0.548,1.000,0.774,Normal
39,13,0.560,1.000,0.780,Normal
39,14,0.532,0.500,0.516,Normal
39,15,0.552,0.750,0.651,Normal
39,16,0.529,0.500,0.514,Normal
39,17,0.550,1.000,0.775,Normal
39,18,0.548,1.000,0.774,Normal
39,19,0.537,1.000,0.768,Normal
40,0,0.469,1.000,0.734,Malicious
40,1,0.462,0.500,0.481,Malicious
40,2,0.461,0.500,0.481,Malicious
40,3,0.478,0.500,0.489,Malicious
40,4,0.456,0.000,0.228,Malicious
40,5,0.517,1.000,0.759,Normal
40,6,0.541,0.667,0.604,Normal
40,7,0.548,1.000,0.774,Normal
40,8,0.549,1.000,0.775,Normal
40,9,0.524,0.500,0.512,Normal
40,10,0.556,1.000,0.778,Normal
40,11,0.540,0.500,0.520,Normal
40,12,0.548,1.000,0.774,Normal
40,13,0.560,1.000,0.780,Normal
40,14,0.541,1.000,0.770,Normal
40,15,0.557,0.750,0.654,Normal
40,16,0.529,0.500,0.514,Normal
40,17,0.553,1.000,0.777,Normal
40,18,0.550,1.000,0.775,Normal
40,19,0.540,0.750,0.645,Normal
41,0,0.469,0.625,0.547,Malicious
41,1,0.459,0.000,0.229,Malicious
41,2,0.458,0.500,0.479,Malicious
41,3,0.478,1.000,0.739,Malicious
41,4,0.460,1.000,0.730,Malicious
41,5,0.517,1.000,0.759,Normal
41,6,0.544,1.000,0.772,Normal
41,7,0.554,0.750,0.652,Normal
41,8,0.549,1.000,0.775,Normal
41,9,0.524,1.000,0.762,Normal
41,10,0.561,0.781,0.671,Normal
41,11,0.540,0.500,0.520,Normal
41,12,0.554,1.000,0.777,Normal
41,13,0.560,1.000,0.780,Normal
41,14,0.544,1.000,0.772,Normal
41,15,0.560,0.750,0.655,Normal
41,16,0.528,0.625,0.577,Normal
41,17,0.553,1.000,0.777,Normal
41,18,0.556,0.667,0.611,Normal
41,19,0.540,1.000,0.770,Normal
42,0,0.460,0.520,0.490,Malicious
42,1,0.456,0.500,0.478,Malicious
42,2,0.458,1.000,0.729,Malicious
42,3,0.471,0.500,0.485,Malicious
42,4,0.457,0.500,0.478,Malicious
42,5,0.521,1.000,0.760,Normal
42,6,0.544,1.000,0.772,Normal
42,7,0.557,1.000,0.779,Normal
42,8,0.549,1.000,0.775,Normal
42,9,0.531,0.500,0.515,Normal
42,10,0.564,0.500,0.532,Normal
42,11,0.540,0.750,0.645,Normal
42,12,0.560,1.000,0.780,Normal
42,13,0.563,1.000,0.781,Normal
42,14,0.544,1.000,0.772,Normal
42,15,0.563,0.500,0.531,Normal
42,16,0.532,1.000,0.766,Normal
42,17,0.556,1.000,0.778,Normal
42,18,0.556,0.500,0.528,Normal
42,19,0.540,0.500,0.520,Normal
43,0,0.457,0.500,0.479,Malicious
43,1,0.456,1.000,0.728,Malicious
43,2,0.462,1.000,0.731,Malicious
43,3,0.471,1.000,0.735,Malicious
43,4,0.457,1.000,0.728,Malicious
43,5,0.525,1.000,0.762,Normal
43,6,0.547,1.000,0.774,Normal
43,7,0.557,1.000,0.779,Normal
43,8,0.549,0.500,0.525,Normal
43,9,0.534,1.000,0.767,Normal
43,10,0.569,0.500,0.535,Normal
43,11,0.544,1.000,0.772,Normal
43,12,0.563,1.000,0.781,Normal
43,13,0.566,1.000,0.783,Normal
43,14,0.550,1.000,0.775,Normal
43,15,0.563,0.750,0.656,Normal
43,16,0.538,1.000,0.769,Normal
43,17,0.552,0.500,0.526,Normal
43,18,0.565,1.000,0.783,Normal
43,19,0.543,0.500,0.522,Normal
44,0,0.457,1.000,0.729,Malicious
44,1,0.456,1.000,0.728,Malicious
44,2,0.462,0.833,0.648,Malicious
44,3,0.475,1.000,0.737,Malicious
44,4,0.454,0.556,0.505,Malicious
44,5,0.532,1.000,0.766,Normal
44,6,0.543,0.500,0.522,Normal
44,7,0.557,1.000,0.779,Normal
44,8,0.548,0.125,0.337,Normal
44,9,0.538,0.833,0.686,Normal
44,10,0.572,0.500,0.536,Normal
44,11,0.550,1.000,0.775,Normal
44,12,0.566,0.500,0.533,Normal
44,13,0.566,1.000,0.783,Normal
44,14,0.553,0.722,0.638,Normal
44,15,0.566,0.500,0.533,Normal
44,16,0.542,1.000,0.771,Normal
44,17,0.552,1.000,0.776,Normal
44,18,0.565,1.000,0.783,Normal
44,19,0.543,0.500,0.522,Normal
45,0,0.451,0.500,0.475,Malicious
45,1,0.445,0.500,0.472,Malicious
45,2,0.462,1.000,0.731,Malicious
45,3,0.471,0.500,0.486,Malicious
45,4,0.454,0.600,0.527,Malicious
45,5,0.532,1.000,0.766,Normal
45,6,0.547,0.750,0.648,Normal
45,7,0.568,1.000,0.784,Normal
45,8,0.552,0.500,0.526,Normal
45,9,0.537,0.458,0.498,Normal
45,10,0.572,0.750,0.661,Normal
45,11,0.550,0.625,0.587,Normal
45,12,0.569,0.500,0.535,Normal
45,13,0.566,0.750,0.658,Normal
45,14,0.553,1.000,0.776,Normal
45,15,0.569,0.500,0.535,Normal
45,16,0.542,1.000,0.771,Normal
45,17,0.556,1.000,0.778,Normal
45,18,0.561,0.500,0.530,Normal
45,19,0.543,1.000,0.772,Normal
46,0,0.447,0.500,0.474,Malicious
46,1,0.441,0.500,0.471,Malicious
46,2,0.462,1.000,0.731,Malicious
46,3,0.471,1.000,0.736,Malicious
46,4,0.454,0.600,0.527,Malicious
46,5,0.532,0.500,0.516,Normal
46,6,0.554,1.000,0.777,Normal
46,7,0.568,1.000,0.784,Normal
46,8,0.552,1.000,0.776,Normal
46,9,0.541,0.833,0.687,Normal
46,10,0.576,0.750,0.663,Normal
46,11,0.560,0.750,0.655,Normal
46,12,0.573,1.000,0.786,Normal
46,13,0.573,1.000,0.786,Normal
46,14,0.563,1.000,0.782,Normal
46,15,0.573,0.500,0.536,Normal
46,16,0.542,1.000,0.771,Normal
46,17,0.556,1.000,0.778,Normal
46,18,0.564,1.000,0.782,Normal
46,19,0.551,1.000,0.775,Normal
47,0,0.452,1.000,0.726,Malicious
47,1,0.441,1.000,0.721,Malicious
47,2,0.463,0.625,0.544,Malicious
47,3,0.471,0.500,0.486,Malicious
47,4,0.446,0.000,0.223,Malicious
47,5,0.536,1.000,0.768,Normal
47,6,0.558,1.000,0.779,Normal
47,7,0.568,1.000,0.784,Normal
47,8,0.560,1.000,0.780,Normal
47,9,0.541,0.833,0.687,Normal
47,10,0.582,1.000,0.791,Normal
47,11,0.563,0.500,0.532,Normal
47,12,0.573,1.000,0.786,Normal
47,13,0.583,1.000,0.792,Normal
47,14,0.563,1.000,0.782,Normal
47,15,0.573,1.000,0.786,Normal
47,16,0.542,1.000,0.771,Normal
47,17,0.563,1.000,0.782,Normal
47,18,0.568,1.000,0.784,Normal
47,19,0.551,1.000,0.775,Normal
48,0,0.444,0.500,0.472,Malicious
48,1,0.437,0.400,0.419,Malicious
48,2,0.451,0.500,0.475,Malicious
48,3,0.471,0.500,0.486,Malicious
48,4,0.442,0.000,0.221,Malicious
48,5,0.536,1.000,0.768,Normal
48,6,0.558,1.000,0.779,Normal
48,7,0.568,1.000,0.784,Normal
48,8,0.560,0.500,0.530,Normal
48,9,0.545,1.000,0.773,Normal
48,10,0.589,0.500,0.545,Normal
48,11,0.563,0.667,0.615,Normal
48,12,0.576,1.000,0.788,Normal
48,13,0.587,1.000,0.793,Normal
48,14,0.578,1.000,0.789,Normal
48,15,0.576,1.000,0.788,Normal
48,16,0.546,1.000,0.773,Normal
48,17,0.567,1.000,0.784,Normal
48,18,0.572,0.500,0.536,Normal
48,19,0.551,1.000,0.775,Normal
49,0,0.449,1.000,0.724,Malicious
49,1,0.443,0.900,0.671,Malicious
49,2,0.451,0.500,0.475,Malicious
49,3,0.467,0.500,0.483,Malicious
49,4,0.442,1.000,0.721,Malicious
49,5,0.536,1.000,0.768,Normal
49,6,0.562,1.000,0.781,Normal
49,7,0.572,1.000,0.786,Normal
49,8,0.560,0.500,0.530,Normal
49,9,0.554,1.000,0.777,Normal
49,10,0.593,1.000,0.796,Normal
49,11,0.567,0.667,0.617,Normal
49,12,0.580,1.000,0.790,Normal
49,13,0.598,1.000,0.799,Normal
49,14,0.576,0.625,0.601,Normal
49,15,0.580,1.000,0.790,Normal
49,16,0.546,1.000,0.773,Normal
49,17,0.567,0.750,0.659,Normal
49,18,0.572,0.500,0.536,Normal
49,19,0.564,1.000,0.782,Normal
50,0,0.445,0.500,0.472,Malicious
50,1,0.443,0.900,0.671,Malicious
50,2,0.451,0.500,0.475,Malicious
50,3,0.467,1.000,0.733,Malicious
50,4,0.438,0.500,0.469,Malicious
50,5,0.545,1.000,0.773,Normal
50,6,0.570,1.000,0.785,Normal
50,7,0.576,1.000,0.788,Normal
50,8,0.564,0.500,0.532,Normal
50,9,0.558,0.750,0.654,Normal
50,10,0.593,1.000,0.796,Normal
50,11,0.570,0.722,0.646,Normal
50,12,0.584,1.000,0.792,Normal
50,13,0.601,1.000,0.801,Normal
50,14,0.576,0.667,0.622,Normal
50,15,0.584,1.000,0.792,Normal
50,16,0.550,1.000,0.775,Normal
50,17,0.571,1.000,0.786,Normal
50,18,0.576,1.000,0.788,Normal
50,19,0.568,1.000,0.784,Normal
51,0,0.445,1.000,0.722,Malicious
51,1,0.438,0.500,0.469,Malicious
51,2,0.451,1.000,0.725,Malicious
51,3,0.478,1.000,0.739,Malicious
51,4,0.439,0.625,0.532,Malicious
51,5,0.550,1.000,0.775,Normal
51,6,0.574,1.000,0.787,Normal
51,7,0.584,1.000,0.792,Normal
51,8,0.564,0.500,0.532,Normal
51,9,0.567,0.833,0.700,Normal
51,10,0.593,1.000,0.796,Normal
51,11,0.570,1.000,0.785,Normal
51,12,0.596,1.000,0.798,Normal
51,13,0.605,0.833,0.719,Normal
51,14,0.580,1.000,0.790,Normal
51,15,0.588,1.000,0.794,Normal
51,16,0.550,1.000,0.775,Normal
51,17,0.571,1.000,0.786,Normal
51,18,0.580,1.000,0.790,Normal
51,19,0.568,1.000,0.784,Normal
52,0,0.436,0.000,0.218,Malicious
52,1,0.435,0.556,0.495,Malicious
52,2,0.442,0.250,0.346,Malicious
52,3,0.478,1.000,0.739,Malicious
52,4,0.445,1.000,0.722,Malicious
52,5,0.550,1.000,0.775,Normal
52,6,0.574,1.000,0.787,Normal
52,7,0.584,1.000,0.792,Normal
52,8,0.558,0.000,0.279,Normal
52,9,0.572,0.833,0.703,Normal
52,10,0.597,0.500,0.548,Normal
52,11,0.573,0.472,0.522,Normal
52,12,0.600,1.000,0.800,Normal
52,13,0.605,0.833,0.719,Normal
52,14,0.584,1.000,0.792,Normal
52,15,0.592,0.500,0.546,Normal
52,16,0.550,1.000,0.775,Normal
52,17,0.571,1.000,0.786,Normal
52,18,0.580,0.500,0.540,Normal
52,19,0.572,1.000,0.786,Normal
53,0,0.436,0.500,0.468,Malicious
53,1,0.430,0.500,0.465,Malicious
53,2,0.447,0.500,0.474,Malicious
53,3,0.478,1.000,0.739,Malicious
53,4,0.442,0.556,0.499,Malicious
53,5,0.550,1.000,0.775,Normal
53,6,0.574,1.000,0.787,Normal
53,7,0.593,1.000,0.797,Normal
53,8,0.572,0.500,0.536,Normal
53,9,0.576,0.833,0.705,Normal
53,10,0.601,0.500,0.550,Normal
53,11,0.573,1.000,0.786,Normal
53,12,0.604,0.750,0.677,Normal
53,13,0.605,1.000,0.803,Normal
53,14,0.589,1.000,0.794,Normal
53,15,0.586,0.500,0.543,Normal
53,16,0.550,1.000,0.775,Normal
53,17,0.576,1.000,0.788,Normal
53,18,0.580,0.500,0.540,Normal
53,19,0.582,1.000,0.791,Normal
54,0,0.427,0.500,0.464,Malicious
54,1,0.430,0.750,0.590,Malicious
54,2,0.449,0.625,0.537,Malicious
54,3,0.472,0.500,0.486,Malicious
54,4,0.448,1.000,0.724,Malicious
54,5,0.550,0.667,0.608,Normal
54,6,0.579,1.000,0.790,Normal
54,7,0.593,1.000,0.797,Normal
54,8,0.572,1.000,0.786,Normal
54,9,0.581,0.875,0.728,Normal
54,10,0.603,0.222,0.413,Normal
54,11,0.567,0.500,0.533,Normal
54,12,0.604,0.750,0.677,Normal
54,13,0.609,1.000,0.805,Normal
54,14,0.589,0.750,0.669,Normal
54,15,0.586,1.000,0.793,Normal
54,16,0.561,0.500,0.530,Normal
54,17,0.595,1.000,0.797,Normal
54,18,0.580,1.000,0.790,Normal
54,19,0.586,1.000,0.793,Normal
55,0,0.429,0.625,0.527,Malicious
55,1,0.430,1.000,0.715,Malicious
55,2,0.449,1.000,0.724,Malicious
55,3,0.472,1.000,0.736,Malicious
55,4,0.448,1.000,0.724,Malicious
55,5,0.567,0.667,0.617,Normal
55,6,0.584,1.000,0.792,Normal
55,7,0.593,1.000,0.797,Normal
55,8,0.577,1.000,0.789,Normal
55,9,0.581,1.000,0.791,Normal
55,10,0.611,0.500,0.556,Normal
55,11,0.567,1.000,0.783,Normal
55,12,0.617,1.000,0.808,Normal
55,13,0.609,1.000,0.805,Normal
55,14,0.602,1.000,0.801,Normal
55,15,0.586,1.000,0.793,Normal
55,16,0.561,0.833,0.697,Normal
55,17,0.595,1.000,0.797,Normal
55,18,0.580,1.000,0.790,Normal
55,19,0.605,1.000,0.803,Normal
56,0,0.429,0.833,0.631,Malicious
56,1,0.425,0.000,0.213,Malicious
56,2,0.443,0.500,0.472,Malicious
56,3,0.460,0.500,0.480,Malicious
56,4,0.448,1.000,0.724,Malicious
56,5,0.572,0.667,0.619,Normal
56,6,0.584,1.000,0.792,Normal
56,7,0.593,1.000,0.797,Normal
56,8,0.587,1.000,0.794,Normal
56,9,0.586,0.750,0.668,Normal
56,10,0.611,0.500,0.556,Normal
56,11,0.567,0.750,0.658,Normal
56,12,0.626,1.000,0.813,Normal
56,13,0.607,0.625,0.616,Normal
56,14,0.606,1.000,0.803,Normal
56,15,0.600,1.000,0.800,Normal
56,16,0.572,1.000,0.786,Normal
56,17,0.595,1.000,0.797,Normal
56,18,0.585,1.000,0.792,Normal
56,19,0.605,0.833,0.719,Normal
57,0,0.424,0.333,0.378,Malicious
57,1,0.420,0.000,0.210,Malicious
57,2,0.432,0.500,0.466,Malicious
57,3,0.460,1.000,0.730,Malicious
57,4,0.448,0.750,0.599,Malicious
57,5,0.583,0.667,0.625,Normal
57,6,0.589,1.000,0.795,Normal
57,7,0.593,1.000,0.797,Normal
57,8,0.597,1.000,0.799,Normal
57,9,0.591,0.750,0.671,Normal
57,10,0.611,0.833,0.722,Normal
57,11,0.567,0.750,0.658,Normal
57,12,0.626,0.500,0.563,Normal
57,13,0.612,1.000,0.806,Normal
57,14,0.611,0.500,0.556,Normal
57,15,0.598,0.625,0.611,Normal
57,16,0.578,1.000,0.789,Normal
57,17,0.595,1.000,0.797,Normal
57,18,0.590,1.000,0.795,Normal
57,19,0.615,0.500,0.557,Normal
58,0,0.418,0.500,0.459,Malicious
58,1,0.427,0.500,0.464,Malicious
58,2,0.432,0.833,0.633,Malicious
58,3,0.460,1.000,0.730,Malicious
58,4,0.442,0.500,0.471,Malicious
58,5,0.600,0.667,0.633,Normal
58,6,0.582,0.500,0.541,Normal
58,7,0.596,0.722,0.659,Normal
58,8,0.597,1.000,0.799,Normal
58,9,0.602,0.750,0.676,Normal
58,10,0.616,0.500,0.558,Normal
58,11,0.572,0.750,0.661,Normal
58,12,0.626,0.500,0.563,Normal
58,13,0.612,1.000,0.806,Normal
58,14,0.611,0.500,0.556,Normal
58,15,0.603,1.000,0.801,Normal
58,16,0.578,1.000,0.789,Normal
58,17,0.605,1.000,0.803,Normal
58,18,0.590,1.000,0.795,Normal
58,19,0.620,0.750,0.685,Normal
59,0,0.408,0.500,0.454,Malicious
59,1,0.422,0.000,0.211,Malicious
59,2,0.427,0.375,0.401,Malicious
59,3,0.453,0.500,0.477,Malicious
59,4,0.442,0.750,0.596,Malicious
59,5,0.600,1.000,0.800,Normal
59,6,0.587,1.000,0.794,Normal
59,7,0.599,0.722,0.661,Normal
59,8,0.597,1.000,0.799,Normal
59,9,0.602,0.750,0.676,Normal
59,10,0.621,0.500,0.560,Normal
59,11,0.578,1.000,0.789,Normal
59,12,0.630,0.500,0.565,Normal
59,13,0.617,1.000,0.808,Normal
59,14,0.621,0.500,0.560,Normal
59,15,0.608,1.000,0.804,Normal
59,16,0.584,1.000,0.792,Normal
59,17,0.611,1.000,0.805,Normal
59,18,0.596,0.500,0.548,Normal
59,19,0.625,0.750,0.687,Normal
